ref,book_osis,chapter,verse_start,verse_end,kjv_text,cuvs_text,mention_groups_count,source_count,sources,evidence
Acts 28:25,Acts,28,25,25,"And when they agreed not among themselves, they departed, after that Paul had spoken one word, Well spake the Holy Ghost by Esaias the prophet unto our fathers,",他們彼此不合，就散了；未散以先，保羅說了一句話，說：「聖靈藉先知以賽亞向你們祖宗所說的話是不錯的。,1,2,https://www.biblicaltheology.org/eapcs.pdf | https://www.monergism.com/thethreshold/sdg/westminster/WCF+inline.pdf,"- eapcs (para_id=125, p_index=9): been made above. The Spirit, while predominant in this intermediate period, is not confined to it, and the period, as well as the Spirit’s operation in it, are conceived as semi-eschatological. Both the Father and Jesus send the Spirit (14:16, 26; 15:26; 16:7; 20:22). In the earlier part of the Gospel the Messianic Spirit appears in 1:33; 3:34; 6:63; the future Spirit in 7:39; the Spirit as representative of the supernatural, heavenly world in 3:3, 5, 6, 8. We have already seen that in the early Petrine teaching, traceable in Acts, the outpouring of the Spirit is, in dependence on the Joel-prophecy, represented as belonging to “the last days” (2:17).12 It does not, however, follow from this that the pneumatic phenomena appeared to the early disciples in the light of eschatological symptoms …
- WCF+inline (para_id=1174, p_index=12): 24 MAT 22:29 Jesus answered and said unto them, Ye do err, not knowing the scriptures, nor the power of God. 31 But as touching the resurrection of the dead, have ye not read that which was spoken unto you by God, saying. EPH 2:20 And are built upon the foundation of the apostles and prophets, Jesus Christ himself being the chief corner-stone. ACT 28:25 And when they agreed not among themselves, they departed, after that Paul had spoken one word, Well spake the Holy Ghost by Esaias the prophet unto our fathers. ______________ Chapter II Of God, and of the Holy Trinity I. There is but one only,25 living, and true God,26 who is infinite in being and perfection,27 a most pure spirit,28 invisible,29 without body, parts,30 or passions;31 immutable,32 immense,33 eternal,34 incomprehensible,35 al …
- WCF+inline (para_id=1336, p_index=12): 24 MAT 22:29 Jesus answered and said unto them, Ye do err, not knowing the scriptures, nor the power of God. 31 But as touching the resurrection of the dead, have ye not read that which was spoken unto you by God, saying. EPH 2:20 And are built upon the foundation of the apostles and prophets, Jesus Christ himself being the chief corner-stone. ACT 28:25 And when they agreed not among themselves, they departed, after that Paul had spoken one word, Well spake the Holy Ghost by Esaias the prophet unto our fathers. ______________ Chapter II Of God, and of the Holy Trinity I. There is but one only,25 living, and true God,26 who is infinite in being and perfection,27 a most pure spirit,28 invisible,29 without body, parts,30 or passions;31 immutable,32 immense,33 eternal,34 incomprehensible,35 al …"
Acts 28:26,Acts,28,26,26,"Saying, Go unto this people, and say, Hearing ye shall hear, and shall not understand; and seeing ye shall see, and not perceive:",他說：你去告訴這百姓說：你們聽是要聽見，卻不明白；看是要看見，卻不曉得；,1,1,https://www.monergism.com/thethreshold/sdg/westminster/WCF+inline.pdf,"- WCF+inline (para_id=1192, p_index=30): 114 2CH 32:25 But Hezekiah rendered not again according to the benefit done unto him; for his heart was lifted up: therefore there was wrath upon him, and upon Judah and Jerusalem. 26 Notwithstanding Hezekiah humbled himself for the pride of his heart, both he and the inhabitants of Jerusalem, so that the wrath of the Lord came not upon them in the days of Hezekiah. 31 Howbeit in the business of the ambassadors of the princes of Babylon, who sent unto him to inquire of the wonder that was done in the land, God left him, to try him, that he might know all that was in his heart. 2SA 24:1 And again the anger of the Lord was kindled against Israel, and he moved David against them to say, Go, number Israel and Judah. 115 2CO 12:7 And lest I should be exalted above measure through the abundance …
- WCF+inline (para_id=1354, p_index=30): 114 2CH 32:25 But Hezekiah rendered not again according to the benefit done unto him; for his heart was lifted up: therefore there was wrath upon him, and upon Judah and Jerusalem. 26 Notwithstanding Hezekiah humbled himself for the pride of his heart, both he and the inhabitants of Jerusalem, so that the wrath of the Lord came not upon them in the days of Hezekiah. 31 Howbeit in the business of the ambassadors of the princes of Babylon, who sent unto him to inquire of the wonder that was done in the land, God left him, to try him, that he might know all that was in his heart. 2SA 24:1 And again the anger of the Lord was kindled against Israel, and he moved David against them to say, Go, number Israel and Judah. 115 2CO 12:7 And lest I should be exalted above measure through the abundance …"
Amos 1:1-2,Amos,1,1,2,"The words of Amos, who was among the herdmen of Tekoa, which he saw concerning Israel in the days of Uzziah king of Judah, and in the days of Jeroboam the son of Joash king of Israel, two years before the earthquake. And he said, The Lord will roar from Zion, and utter his voice from Jerusalem; and the habitations of the shepherds shall mourn, and the top of Carmel shall wither.",當猶大王烏西雅，以色列王約阿施的兒子耶羅波安在位的時候，大地震前二年，提哥亞牧人中的阿摩司得默示論以色列。 他說：耶和華必從錫安吼叫，從耶路撒冷發聲；牧人的草場要悲哀；迦密的山頂要枯乾。,1,1,https://www.biblicaltheology.org/omnipotence.pdf,"- omnipotence (para_id=442, p_index=3): acts, but is comprehensively related to the world as such. Both in Nature and history, in creation and in redemption, it produces and controls and directs everything that comes to pass. Nothing in the realm of actual or conceivable things is withdrawn from it (Amos 9:2-3; Daniel 4:35); even to the minutest and most recondite sequences of cause and effect it extends and masters all details of reality (Matthew 10:30; Luke 12:7). There is no accident (1 Samuel 6:9; compare with 1 Samuel 6: 12; Proverbs 16:33). It need not operate through second causes; it itself underlies all second causes and makes them what they are. It is creative power producing its effect through a mere word (Genesis 1:3; Deuteronomy 8:3; Psalm 33:9; Romans 4:17; Hebrews 1:3, 11:30). Among the prophets, especially Isaiah …"
Amos 3:2,Amos,3,2,2,You only have I known of all the families of the earth: therefore I will punish you for all your iniquities.,在地上萬族中，我只認識你們；因此，我必追討你們的一切罪孽。,1,1,https://www.biblicaltheology.org/sdlg.pdf,"- sdlg (para_id=698, p_index=8): Deuteronomy says that Jehovah will rejoice in destroying Israel (Deut. 28:63), but, on the whole, the statement just made must be held to reflect faithfully the teaching of the law and of the entire Old Testament on the subject. The elaborate system of sacrifices provided for the expiation of sin bears witness to this. We need not investigate here whether this expiation is conceived of as preventing or as neutralizing the burning of the divine wrath; in either case it is Jehovah Himself who, in His love, by anticipation, protects the sinner from the destructive effects of His own resentment of sin, and thus makes love triumph over wrath. Nay, the law gives formal and emphatic expression to the principle in question when it makes the mercy of Jehovah extend to a thousand generations, whilst …"
Amos 3:7-8,Amos,3,7,8,"Surely the Lord God will do nothing, but he revealeth his secret unto his servants the prophets. The lion hath roared, who will not fear? the Lord God hath spoken, who can but prophesy?",主耶和華若不將奧祕指示他的僕人眾先知，就一無所行。 獅子吼叫，誰不懼怕呢？主耶和華發命，誰能不說預言呢？,1,1,https://ia801301.us.archive.org/0/items/InterpretingTheBible/InterpretingTheBible--Revision2.pdf,"- InterpretingTheBible--Revision2 (para_id=243, p_index=22): Word: Isaiah 1:2, Amos 3:7-8, John 10:35, 2 Timothy 3:16, and Hebrews 1:1. Therefore, it has divine authority and this has to be recognized in its interpretation.
- InterpretingTheBible--Revision2 (para_id=346, p_index=22): Word: Isaiah 1:2, Amos 3:7-8, John 10:35, 2 Timothy 3:16, and Hebrews 1:1. Therefore, it has divine authority and this has to be recognized in its interpretation."
Amos 4:7,Amos,4,7,7,"And also I have withholden the rain from you, when there were yet three months to the harvest: and I caused it to rain upon one city, and caused it not to rain upon another city: one piece was rained upon, and the piece whereupon it rained not withered.",在收割的前三月，我使雨停止，不降在你們那裏；我降雨在這城，不降雨在那城；這塊地有雨，那塊地無雨；無雨的就枯乾了。,1,1,https://www.biblicaltheology.org/omnipotence.pdf,"- omnipotence (para_id=442, p_index=3): acts, but is comprehensively related to the world as such. Both in Nature and history, in creation and in redemption, it produces and controls and directs everything that comes to pass. Nothing in the realm of actual or conceivable things is withdrawn from it (Amos 9:2-3; Daniel 4:35); even to the minutest and most recondite sequences of cause and effect it extends and masters all details of reality (Matthew 10:30; Luke 12:7). There is no accident (1 Samuel 6:9; compare with 1 Samuel 6: 12; Proverbs 16:33). It need not operate through second causes; it itself underlies all second causes and makes them what they are. It is creative power producing its effect through a mere word (Genesis 1:3; Deuteronomy 8:3; Psalm 33:9; Romans 4:17; Hebrews 1:3, 11:30). Among the prophets, especially Isaiah …"
Amos 4:13,Amos,4,13,13,"For, lo, he that formeth the mountains, and createth the wind, and declareth unto man what is his thought, that maketh the morning darkness, and treadeth upon the high places of the earth, The Lord, The God of hosts, is his name.",那創山、造風、將心意指示人、使晨光變為幽暗、腳踏在地之高處的，他的名是耶和華萬軍之神。,1,1,https://www.biblicaltheology.org/omnipotence.pdf,"- omnipotence (para_id=442, p_index=3): acts, but is comprehensively related to the world as such. Both in Nature and history, in creation and in redemption, it produces and controls and directs everything that comes to pass. Nothing in the realm of actual or conceivable things is withdrawn from it (Amos 9:2-3; Daniel 4:35); even to the minutest and most recondite sequences of cause and effect it extends and masters all details of reality (Matthew 10:30; Luke 12:7). There is no accident (1 Samuel 6:9; compare with 1 Samuel 6: 12; Proverbs 16:33). It need not operate through second causes; it itself underlies all second causes and makes them what they are. It is creative power producing its effect through a mere word (Genesis 1:3; Deuteronomy 8:3; Psalm 33:9; Romans 4:17; Hebrews 1:3, 11:30). Among the prophets, especially Isaiah …"
Amos 5:25,Amos,5,25,25,"Have ye offered unto me sacrifices and offerings in the wilderness forty years, O house of Israel?",「以色列家啊，你們在曠野四十年，豈是將祭物和供物獻給我呢？,1,1,https://www.biblicaltheology.org/sdlg.pdf,"- sdlg (para_id=699, p_index=9): The days of the desert journey, it is claimed are here idealized as the days of the kindness of Israel’s youth, of the love of her espousals, when she went after Jehovah in the wilderness in a land not sown (Jer. 2:2). But, leaving entirely unanswered for the present the question of whether this ideal light is the only one in which the people of Moses’ time appeared to the prophets, or whether perhaps even in the writings of the eighth and seventh centuries, acquaintance with a less favorable side of this early period shows itself, at any rate, we are not told that the knowledge of this youthful affection and obedience determined Jehovah to set His love upon Israel. On the contrary, Jeremiah, with whom the ideal judgment above quoted is found, is also the one who contrasts the new covenant …"
Amos 9:2-3,Amos,9,2,3,"Though they dig into hell, thence shall mine hand take them; though they climb up to heaven, thence will I bring them down: And though they hide themselves in the top of Carmel, I will search and take them out thence; and though they be hid from my sight in the bottom of the sea, thence will I command the serpent, and he shall bite them:",他們雖然挖透陰間，我的手必取出他們來；雖然爬上天去，我必拿下他們來； 雖然藏在迦密山頂，我必搜尋，捉出他們來；雖然從我眼前藏在海底，我必命蛇咬他們；,1,1,https://www.biblicaltheology.org/omnipotence.pdf,"- omnipotence (para_id=442, p_index=3): acts, but is comprehensively related to the world as such. Both in Nature and history, in creation and in redemption, it produces and controls and directs everything that comes to pass. Nothing in the realm of actual or conceivable things is withdrawn from it (Amos 9:2-3; Daniel 4:35); even to the minutest and most recondite sequences of cause and effect it extends and masters all details of reality (Matthew 10:30; Luke 12:7). There is no accident (1 Samuel 6:9; compare with 1 Samuel 6: 12; Proverbs 16:33). It need not operate through second causes; it itself underlies all second causes and makes them what they are. It is creative power producing its effect through a mere word (Genesis 1:3; Deuteronomy 8:3; Psalm 33:9; Romans 4:17; Hebrews 1:3, 11:30). Among the prophets, especially Isaiah …"
Col 1:6,Col,1,6,6,"Which is come unto you, as it is in all the world; and bringeth forth fruit, as it doth also in you, since the day ye heard of it, and knew the grace of God in truth:",這福音傳到你們那裏，也傳到普天之下，並且結果，增長，如同在你們中間，自從你們聽見福音，真知道神恩惠的日子一樣。,1,1,https://www.biblicaltheology.org/ent.pdf,"- ent (para_id=170, p_index=14): Christian developments are described of a nature which has nothing to do with Israel, Jerusalem or the temple, literally understood. (3) It is not easy to conceive of the preaching of the gospel to all the nations as falling within the lifetime of that generation. It is true Romans 1:13; 10:18; 15:19-24; Colossians 1:6; 1 Timothy 3:16; 2 Timothy 4:17 might be quoted in support of such a view. In the statement of Jesus, however, it is definitely predicted that the preaching of the gospel to all the nations not only must happen before the end, but that it straightway precedes the end: “Then shall the end come” (Matthew 24:14). To distinguish between the preaching of the gospel to all the nations and the completion of the Gentile mission, as Zahn proposes, is artificial. As over against these …"
Col 1:9,Col,1,9,9,"For this cause we also, since the day we heard it, do not cease to pray for you, and to desire that ye might be filled with the knowledge of his will in all wisdom and spiritual understanding;",因此，我們自從聽見的日子，也就為你們不住的禱告祈求，願你們在一切屬靈的智慧悟性上，滿心知道神的旨意；,1,2,https://www.biblicaltheology.org/ent.pdf | https://www.biblicaltheology.org/tp.pdf,"- ent (para_id=188, p_index=32): in 15:42, 43. Four contrasts are named; the first three in each case appear to be the result of the fourth. The dominating antithesis is that between the soma psuchikon and the soma pneumatikon. Still Paul can scarcely mean to teach that “corruption,” “dishonor,” “weakness” are in the same sense necessary and natural results of the “psychical” character of the earthly body, as the corresponding opposites are necessary and natural concomitants of the pneumatic character of the resurrection body. The sequel shows that the “psychical body” was given man at creation, and according to 15:53 corruption and death go together, whereas death is not the result of creation but of the entrance of sin according to Paul’s uniform teaching elsewhere. Hence, also the predicate sarkikos is avoided in 15:46 …
- tp (para_id=726, p_index=4): of religion. One who framed the comprehensive formula, “From him and through him and unto him are all things,” obviously derived the inspiration of his theology from his religion. Romans 1: 18-20 shows that all “truth” is ultimately truth concerning God. To find God everywhere of necessity leads to conceiving of all religious knowledge as organically one. This is the only standpoint which satisfactorily upholds the ideal value of theology and permanently sustains the theological impulse. Where it is not accepted, theology is apt to become even in the eyes of its friends a mere instrument for the salvation of man. At the same time the reference of all religious knowledge to God as its object of necessity imparts to the apostle’s theology an eminently practical purpose. Paul stands at the fu …"
Col 1:11,Col,1,11,11,"Strengthened with all might, according to his glorious power, unto all patience and longsuffering with joyfulness;",照他榮耀的權能，得以在各樣的力上加力，好叫你們凡事歡歡喜喜的忍耐寬容；,1,1,https://www.monergism.com/thethreshold/sdg/westminster/WCF+inline.pdf,"- WCF+inline (para_id=1230, p_index=68): 265 1CO 6:11 And such were some of you: but ye are washed, but ye are sanctified, but ye are justified in the name of the Lord Jesus, and by the Spirit of our God. ACT 20:32 And now, brethren, I commend you to God, and to the word of his grace, which is able to build you up, and to give you an inheritance among all them which are sanctified. PHI 3:10 That I may know him, and the power of his resurrection, and the fellowship of his sufferings, being made conformable unto his death; ROM 6:5 For if we have been planted together in the likeness of his death, we shall be also in the likeness of his resurrection: 6 Knowing this, that our old man is crucified with him, that the body of sin might be destroyed, that henceforth we should not serve sin. 266 JOH 17:17 Sanctify them through thy truth: …
- WCF+inline (para_id=1392, p_index=68): 265 1CO 6:11 And such were some of you: but ye are washed, but ye are sanctified, but ye are justified in the name of the Lord Jesus, and by the Spirit of our God. ACT 20:32 And now, brethren, I commend you to God, and to the word of his grace, which is able to build you up, and to give you an inheritance among all them which are sanctified. PHI 3:10 That I may know him, and the power of his resurrection, and the fellowship of his sufferings, being made conformable unto his death; ROM 6:5 For if we have been planted together in the likeness of his death, we shall be also in the likeness of his resurrection: 6 Knowing this, that our old man is crucified with him, that the body of sin might be destroyed, that henceforth we should not serve sin. 266 JOH 17:17 Sanctify them through thy truth: …"
Col 1:13,Col,1,13,13,"Who hath delivered us from the power of darkness, and hath translated us into the kingdom of his dear Son:",他救了我們脫離黑暗的權勢，把我們遷到他愛子的國裏；,1,2,https://www.biblicaltheology.org/ent.pdf | https://www.monergism.com/thethreshold/sdg/westminster/WCF+inline.pdf,"- ent (para_id=194, p_index=38): Jesus, while making the kingdom a present reality, yet continues to speak of it in accordance with its original eschatological usage as “the kingdom” which lies in the future (Matthew 13:43; 25:34; 26:29; Mark 9:47; Luke 12:32; 13:28, 29; 21:31). With Paul the phrase bears preponderatingly an eschatological sense, although occasionally he uses it of the present state of believers (Romans 14: 17; 1 Corinthians 4:20; 6:9, 10; 15:24, 50; Galatians 5:21; Ephesians 5:5; Colossians 1:13; 4:11; 1 Thessalonians 2:12; 2 Thessalonians 1:5; 2 Timothy 4:1, 18). Elsewhere in the New Testament the eschatological use occurs in Hebrews 12:28; James 2:5; 2 Peter 1:11; Revelation 11:15. The idea is universalistic, unpolitical, which does not exclude that certain privileges are spoken of with special referen …
- WCF+inline (para_id=1215, p_index=53): 207 ROM 5:6 For when we were yet without strength, in due time Christ died for the ungodly. 8:7 Because the carnal mind is enmity against God: for it is not subject to the law of God, neither indeed can be. JOH 15:5 I am the vine, ye are the branches: He that abideth in me, and I in him, the same bringeth forth much fruit: for without me ye can do nothing. 208 ROM 3:10 As it is written, There is none righteous, no, not one. 12 They are all gone out of the way, they are together become unprofitable; there is none that doeth good, no, not one. 209 EPH 2:1 And you hath he quickened, who were dead in trespasses and sins. 5 Even when we were dead in sins, hath quickened us together with Christ, (by grace ye are saved). COL 2:13 And you, being dead in your sins and the uncircumcision of your fle …
- WCF+inline (para_id=1262, p_index=100): 387 TIT 2:14 Who gave himself for us, that he might redeem us from all iniquity, and purify unto himself a peculiar people, zealous of good works. 1TH 1:10 And to wait for his Son from heaven, whom he raised from the dead, even Jesus, which delivered us from the wrath to come. GAL 3:13 Christ hath redeemed us from the curse of the law, being made a curse for us: for it is written, Cursed is every one that hangeth on a tree. 388 GAL 1:4 Who gave himself for our sins, that he might deliver us from this present evil world, according to the will of God and our Father. COL 1:13 Who hath delivered us from the power of darkness, and hath translated us into the kingdom of his dear Son. ACT 26:18 To open their eyes, and to turn them from darkness to light, and from the power of Satan unto God, that …
- WCF+inline (para_id=1377, p_index=53): 207 ROM 5:6 For when we were yet without strength, in due time Christ died for the ungodly. 8:7 Because the carnal mind is enmity against God: for it is not subject to the law of God, neither indeed can be. JOH 15:5 I am the vine, ye are the branches: He that abideth in me, and I in him, the same bringeth forth much fruit: for without me ye can do nothing. 208 ROM 3:10 As it is written, There is none righteous, no, not one. 12 They are all gone out of the way, they are together become unprofitable; there is none that doeth good, no, not one. 209 EPH 2:1 And you hath he quickened, who were dead in trespasses and sins. 5 Even when we were dead in sins, hath quickened us together with Christ, (by grace ye are saved). COL 2:13 And you, being dead in your sins and the uncircumcision of your fle …
- WCF+inline (para_id=1424, p_index=100): 387 TIT 2:14 Who gave himself for us, that he might redeem us from all iniquity, and purify unto himself a peculiar people, zealous of good works. 1TH 1:10 And to wait for his Son from heaven, whom he raised from the dead, even Jesus, which delivered us from the wrath to come. GAL 3:13 Christ hath redeemed us from the curse of the law, being made a curse for us: for it is written, Cursed is every one that hangeth on a tree. 388 GAL 1:4 Who gave himself for our sins, that he might deliver us from this present evil world, according to the will of God and our Father. COL 1:13 Who hath delivered us from the power of darkness, and hath translated us into the kingdom of his dear Son. ACT 26:18 To open their eyes, and to turn them from darkness to light, and from the power of Satan unto God, that …"
Col 1:14,Col,1,14,14,"In whom we have redemption through his blood, even the forgiveness of sins:",我們在愛子裏得蒙救贖，罪過得以赦免。,1,1,https://www.biblicaltheology.org/pcred.pdf,"- pcred (para_id=518, p_index=1): “The Pauline Conception of Redemption” The Bible Student 5:51-58. [1902] In a previous number of The Bible Student we examined the Pauline conception of reconciliation, which we found to belong to the military sphere, its result being conceived by the apostle as peace. The conception now before us belongs to the commercial sphere. Of course, underneath both lies the more fundamental forensic mode of viewing the work of Christ, which corresponds to the Pauline idea of righteousness. It will be most correct, therefore, to speak of the military-forensic and the commercial-forensic representations given by the apostle of Christ’s objective saving work. We must remember that in the ancient world reduction to slavery as a consequence of guilt or debt was quite common. The terms which Paul uses t …
- pcred (para_id=521, p_index=4): law is the ransom Paul has in view. The principle of His active obedience is here actually enunciated, although this active obedience as here defined does not quite cover the range of the active obedience of the Mediator as defined in our dogmatic theology. It refers specifically to the ceremonial law as such, whence the positive counterpart of the slavery abolished is sonship rather than life.7 The objection has been brought to the view here taken, that Christ’s obedience to the ceremonial law did not begin with His birth. This objection lacks force for two reasons: (1) Paul could conceive of the birth of Christ as the natural introduction into the life of obedience; in virtue of His Jewish birth He was under the law, i.e., obliged to fulfill it as soon as He became capable of doing so. ( …"
Col 1:15,Col,1,15,15,"Who is the image of the invisible God, the firstborn of every creature:",愛子是那不能看見之神的像，是首生的，在一切被造的以先。,1,1,https://www.biblicaltheology.org/ent.pdf,"- ent (para_id=163, p_index=7): into that of two “worlds” in the sense of two systems (in Hebrew and Aramaic the same word `olam, `olam, does service for both, in Greek aion usually renders the meaning “age,” occasionally “world” (Hebrews 1:2; 11:3), kosmos meaning “world”; the latter, however, is never used of the future world). Compare Dalman, Die Worte Jesu, 1:132-146. Broadly speaking, the development of New Testament eschatology consists in this, that the two ages are increasingly recognized as answering to two spheres of being which coexist from of old, so that the coming of the new age assumes the character of a revelation and extension of the supernal order of things, rather than that of its first entrance into existence. Inasmuch as the coming world stood for the perfect and eternal, and in the realm of heaven s …"
Col 1:15-17,Col,1,15,17,"Who is the image of the invisible God, the firstborn of every creature: For by him were all things created, that are in heaven, and that are in earth, visible and invisible, whether they be thrones, or dominions, or principalities, or powers: all things were created by him, and for him: And he is before all things, and by him all things consist.",愛子是那不能看見之神的像，是首生的，在一切被造的以先。 因為萬有都是靠他造的，無論是天上的，地上的；能看見的，不能看見的；或是有位的，主治的，執政的，掌權的；一概都是藉着他造的，又是為他造的。 他在萬有之先；萬有也靠他而立。,1,1,https://ia801301.us.archive.org/0/items/InterpretingTheBible/InterpretingTheBible--Revision2.pdf,"- InterpretingTheBible--Revision2 (para_id=299, p_index=78): 1 Timothy 2:5 says, ""There is one Mediator between God and men, the man Christ Jesus. This does not mean that Paul denies Christ's divine nature, for he teaches this very clearly in, e.g. 1 Timothy 3:16, Romans 8:32, 9:5, Philippians 2:6-11, and Colossians 1:15-17. The parable of the prodigal son in Luke 15:11ff. does not speak about a sacrifice to atone for sin as the basis for the return of the son to the father. However, we are not allowed to use this fact to deny the necessity of the atoning sacrifice of Christ for our sins, as taught elsewhere in Scripture (Matthew 20:28, 2 Corinthians 5:14-15, 19-21). In the same way, we must not interpret Romans 7:18 (""For to will is with me"") as being in conflict with Romans 8:7-8 and Ephesians 2:1-3, as if the unregenerate man still has the will t …
- InterpretingTheBible--Revision2 (para_id=402, p_index=78): 1 Timothy 2:5 says, ""There is one Mediator between God and men, the man Christ Jesus. This does not mean that Paul denies Christ's divine nature, for he teaches this very clearly in, e.g. 1 Timothy 3:16, Romans 8:32, 9:5, Philippians 2:6-11, and Colossians 1:15-17. The parable of the prodigal son in Luke 15:11ff. does not speak about a sacrifice to atone for sin as the basis for the return of the son to the father. However, we are not allowed to use this fact to deny the necessity of the atoning sacrifice of Christ for our sins, as taught elsewhere in Scripture (Matthew 20:28, 2 Corinthians 5:14-15, 19-21). In the same way, we must not interpret Romans 7:18 (""For to will is with me"") as being in conflict with Romans 8:7-8 and Ephesians 2:1-3, as if the unregenerate man still has the will t …"
Col 1:16,Col,1,16,16,"For by him were all things created, that are in heaven, and that are in earth, visible and invisible, whether they be thrones, or dominions, or principalities, or powers: all things were created by him, and for him:",因為萬有都是靠他造的，無論是天上的，地上的；能看見的，不能看見的；或是有位的，主治的，執政的，掌權的；一概都是藉着他造的，又是為他造的。,1,1,https://www.monergism.com/thethreshold/sdg/westminster/WCF+inline.pdf,"- WCF+inline (para_id=1186, p_index=24): 85 HEB 1:2 Hath in these last days spoken unto us by his Son, whom he hath appointed heir of all things, by whom also he made the worlds. JOH 1:2 The same was in the beginning with God. 3 All things were made by him; and without him was not any thing made that was made. GEN 1:2 And the earth was without form, and void; and darkness was upon the face of the deep. And the Spirit of God moved upon the face of the waters. JOB 26:13 By his spirit he hath garnished the heavens; his hand hath formed the crooked serpent. 33:4 The Spirit of God hath made me, and the breath of the Almighty hath given me life. 8686 ROM 1:20 For the invisible things of him from the creation of the world are clearly seen, being understood by the things that are made, even his eternal power and Godhead; so that they are …
- WCF+inline (para_id=1348, p_index=24): 85 HEB 1:2 Hath in these last days spoken unto us by his Son, whom he hath appointed heir of all things, by whom also he made the worlds. JOH 1:2 The same was in the beginning with God. 3 All things were made by him; and without him was not any thing made that was made. GEN 1:2 And the earth was without form, and void; and darkness was upon the face of the deep. And the Spirit of God moved upon the face of the waters. JOB 26:13 By his spirit he hath garnished the heavens; his hand hath formed the crooked serpent. 33:4 The Spirit of God hath made me, and the breath of the Almighty hath given me life. 8686 ROM 1:20 For the invisible things of him from the creation of the world are clearly seen, being understood by the things that are made, even his eternal power and Godhead; so that they are …"
Col 1:18,Col,1,18,18,"And he is the head of the body, the church: who is the beginning, the firstborn from the dead; that in all things he might have the preeminence.",他也是教會全體之首。他是元始，是從死裏首先復生的，使他可以在凡事上居首位。,1,1,https://www.monergism.com/thethreshold/sdg/westminster/WCF+inline.pdf,"- WCF+inline (para_id=1293, p_index=131): 489 EPH 1:10 That in the dispensation of the fulness of times he might gather together in one all things in Christ, both which are in heaven, and which are on earth; even in him. 22 And hath put all things under his feet, and gave him to be the head over all things to the church, 23 Which is his body, the fulness of him that filleth all in all. 5:23 For the husband is the head of the wife, even as Christ is the head of the church: and he is the saviour of the body. 27 That he might present it to himself a glorious church, not having spot, or wrinkle, or any such thing; but that it should be holy and without blemish. 32 This is a great mystery: but I speak concerning Christ and the church. COL 1:18 And he is the head of the body, the church: who is the beginning, the firstborn from the dead …
- WCF+inline (para_id=1295, p_index=133): 496 ROM 11:3 Lord, they have killed thy prophets, and digged down thine altars; and I am left alone, and they seek my life. 4 But what saith the answer of God unto him? I have reserved to myself seven thousand men, who have not bowed the knee to the image of Baal. REV 12:6 And the woman fled into the wilderness, where she hath a place prepared of God, that they should feed her there a thousand two hundred and threescore days. 14 And to the woman were given two wings of a great eagle, that she might fly into the wilderness, into her place, where she is nourished for a time, and times, and half a time, from the face of the serpent. 497 (REV 2-3 throughout) 1CO 5:6 Your glorying is not good. Know ye not that a little leaven leaveneth the whole lump? 7 Purge out therefore the old leaven, that …
- WCF+inline (para_id=1298, p_index=136): made conformable unto his death. ROM 6:5 For if we have been planted together in the likeness of his death, we shall be also in the likeness of his resurrection: 6 Knowing this, that our old man is crucified with him, that the body of sin might be destroyed, that henceforth we should not serve sin. 2TI 2:12 If we suffer, we shall also reign with him: if we deny him, he also will deny us. 504 EPH 4:15 But speaking the truth in love, may grow up into him in all things, which is the head, even Christ: 16 From whom the whole body fitly joined together and compacted by that which every joint supplieth, according to the effectual working in the measure of every part, maketh increase of the body unto the edifying of itself in love. 1CO 12:7 But the manifestation of the Spirit is given to every ma …
- WCF+inline (para_id=1455, p_index=131): 489 EPH 1:10 That in the dispensation of the fulness of times he might gather together in one all things in Christ, both which are in heaven, and which are on earth; even in him. 22 And hath put all things under his feet, and gave him to be the head over all things to the church, 23 Which is his body, the fulness of him that filleth all in all. 5:23 For the husband is the head of the wife, even as Christ is the head of the church: and he is the saviour of the body. 27 That he might present it to himself a glorious church, not having spot, or wrinkle, or any such thing; but that it should be holy and without blemish. 32 This is a great mystery: but I speak concerning Christ and the church. COL 1:18 And he is the head of the body, the church: who is the beginning, the firstborn from the dead …
- WCF+inline (para_id=1457, p_index=133): 496 ROM 11:3 Lord, they have killed thy prophets, and digged down thine altars; and I am left alone, and they seek my life. 4 But what saith the answer of God unto him? I have reserved to myself seven thousand men, who have not bowed the knee to the image of Baal. REV 12:6 And the woman fled into the wilderness, where she hath a place prepared of God, that they should feed her there a thousand two hundred and threescore days. 14 And to the woman were given two wings of a great eagle, that she might fly into the wilderness, into her place, where she is nourished for a time, and times, and half a time, from the face of the serpent. 497 (REV 2-3 throughout) 1CO 5:6 Your glorying is not good. Know ye not that a little leaven leaveneth the whole lump? 7 Purge out therefore the old leaven, that …
- WCF+inline (para_id=1460, p_index=136): made conformable unto his death. ROM 6:5 For if we have been planted together in the likeness of his death, we shall be also in the likeness of his resurrection: 6 Knowing this, that our old man is crucified with him, that the body of sin might be destroyed, that henceforth we should not serve sin. 2TI 2:12 If we suffer, we shall also reign with him: if we deny him, he also will deny us. 504 EPH 4:15 But speaking the truth in love, may grow up into him in all things, which is the head, even Christ: 16 From whom the whole body fitly joined together and compacted by that which every joint supplieth, according to the effectual working in the measure of every part, maketh increase of the body unto the edifying of itself in love. 1CO 12:7 But the manifestation of the Spirit is given to every ma …"
